RRMSE,AVGRE,Organism,Species,Abundance,Dominance,Read Length,Software
0.493311,0.445276,OB,S10,A100000,D1,R1000,Centrifuge
0.495189,0.466869,OB,S10,A100000,D1,R150,Centrifuge
0.494375,0.451466,OB,S10,A100000,D1,R300,Centrifuge
0.464745,0.426219,OB,S10,A100000,D1,R75,Centrifuge
1.34761,0.642121,OB,S10,A100000,D1,R1000,Constrains
1.00784,0.460781,OB,S10,A100000,D1,R150,Constrains
1.2543,0.58511,OB,S10,A100000,D1,R300,Constrains
1.07139,0.482071,OB,S10,A100000,D1,R75,Constrains
0.460196,0.417166,OB,S10,A100000,D1,R1000,Kraken
0.480477,0.42867,OB,S10,A100000,D1,R150,Kraken
0.455222,0.40976,OB,S10,A100000,D1,R300,Kraken
0.52648,0.472186,OB,S10,A100000,D1,R75,Kraken
0.538318,0.400923,OB,S10,A100000,D1,R1000,MetaMix
0.555403,0.427856,OB,S10,A100000,D1,R150,MetaMix
0.630598,0.490119,OB,S10,A100000,D1,R300,MetaMix
0.552737,0.421898,OB,S10,A100000,D1,R75,MetaMix
0.583302,0.301179,OB,S10,A100000,D1,R1000,MetaPhlan2
0.516141,0.295213,OB,S10,A100000,D1,R150,MetaPhlan2
0.530058,0.269506,OB,S10,A100000,D1,R300,MetaPhlan2
0.417954,0.212263,OB,S10,A100000,D1,R75,MetaPhlan2
0.490396,0.435161,OB,S10,A100000,D1,R1000,PathoScope2
0.36894,0.349103,OB,S10,A100000,D1,R150,PathoScope2
0.373213,0.355119,OB,S10,A100000,D1,R300,PathoScope2
0.372787,0.355299,OB,S10,A100000,D1,R75,PathoScope2
0.539366,0.435932,OB,S10,A100000,D1,R1000,Sigma
0.425373,0.345629,OB,S10,A100000,D1,R150,Sigma
0.503217,0.408124,OB,S10,A100000,D1,R300,Sigma
0.360177,0.304209,OB,S10,A100000,D1,R75,Sigma
0.551028,0.490587,OB,S10,A100000,D1,R1000,Taxator
0.618017,0.566617,OB,S10,A100000,D1,R150,Taxator
0.574816,0.508566,OB,S10,A100000,D1,R300,Taxator
0.704826,0.677376,OB,S10,A100000,D1,R75,Taxator
0.390709,0.323629,OB,S10,A100000,D10,R1000,Centrifuge
0.387607,0.330707,OB,S10,A100000,D10,R150,Centrifuge
0.392863,0.331706,OB,S10,A100000,D10,R300,Centrifuge
0.378877,0.325104,OB,S10,A100000,D10,R75,Centrifuge
0.518308,0.281709,OB,S10,A100000,D10,R1000,Constrains
0.402122,0.255515,OB,S10,A100000,D10,R150,Constrains
0.512062,0.296341,OB,S10,A100000,D10,R300,Constrains
0.41527,0.268806,OB,S10,A100000,D10,R75,Constrains
0.402778,0.331616,OB,S10,A100000,D10,R1000,Kraken
0.429917,0.352934,OB,S10,A100000,D10,R150,Kraken
0.40023,0.327878,OB,S10,A100000,D10,R300,Kraken
0.482803,0.404733,OB,S10,A100000,D10,R75,Kraken
0.52356,0.395109,OB,S10,A100000,D10,R1000,MetaMix
0.562757,0.469237,OB,S10,A100000,D10,R150,MetaMix
0.538446,0.424549,OB,S10,A100000,D10,R300,MetaMix
0.52571,0.402647,OB,S10,A100000,D10,R75,MetaMix
0.363598,0.253019,OB,S10,A100000,D10,R1000,MetaPhlan2
0.379413,0.249142,OB,S10,A100000,D10,R150,MetaPhlan2
0.355637,0.246944,OB,S10,A100000,D10,R300,MetaPhlan2
0.365366,0.236238,OB,S10,A100000,D10,R75,MetaPhlan2
0.323734,0.287633,OB,S10,A100000,D10,R1000,PathoScope2
0.316067,0.280082,OB,S10,A100000,D10,R150,PathoScope2
0.319932,0.284166,OB,S10,A100000,D10,R300,PathoScope2
0.325516,0.290519,OB,S10,A100000,D10,R75,PathoScope2
0.629936,0.463452,OB,S10,A100000,D10,R1000,Sigma
0.511621,0.35821,OB,S10,A100000,D10,R150,Sigma
0.596417,0.434596,OB,S10,A100000,D10,R300,Sigma
0.46047,0.304921,OB,S10,A100000,D10,R75,Sigma
0.481791,0.390363,OB,S10,A100000,D10,R1000,Taxator
0.554266,0.456706,OB,S10,A100000,D10,R150,Taxator
0.508963,0.412029,OB,S10,A100000,D10,R300,Taxator
0.635724,0.559356,OB,S10,A100000,D10,R75,Taxator
0.37222,0.299048,OB,S10,A100000,D50,R1000,Centrifuge
0.374919,0.306288,OB,S10,A100000,D50,R150,Centrifuge
0.380076,0.310061,OB,S10,A100000,D50,R300,Centrifuge
0.35964,0.298352,OB,S10,A100000,D50,R75,Centrifuge
0.59462,0.441981,OB,S10,A100000,D50,R1000,Constrains
0.512366,0.380735,OB,S10,A100000,D50,R150,Constrains
0.535652,0.402376,OB,S10,A100000,D50,R300,Constrains
0.495697,0.368021,OB,S10,A100000,D50,R75,Constrains
0.394297,0.312136,OB,S10,A100000,D50,R1000,Kraken
0.432089,0.3461,OB,S10,A100000,D50,R150,Kraken
0.391975,0.311342,OB,S10,A100000,D50,R300,Kraken
0.474927,0.392332,OB,S10,A100000,D50,R75,Kraken
0.420509,0.313971,OB,S10,A100000,D50,R1000,MetaMix
0.451308,0.343218,OB,S10,A100000,D50,R150,MetaMix
0.519421,0.380458,OB,S10,A100000,D50,R300,MetaMix
0.551198,0.420111,OB,S10,A100000,D50,R75,MetaMix
0.572792,0.416191,OB,S10,A100000,D50,R1000,MetaPhlan2
0.549925,0.409348,OB,S10,A100000,D50,R150,MetaPhlan2
0.540388,0.391593,OB,S10,A100000,D50,R300,MetaPhlan2
0.551031,0.415386,OB,S10,A100000,D50,R75,MetaPhlan2
0.330993,0.275737,OB,S10,A100000,D50,R1000,PathoScope2
0.329995,0.274643,OB,S10,A100000,D50,R150,PathoScope2
0.324252,0.2713,OB,S10,A100000,D50,R300,PathoScope2
0.331566,0.274818,OB,S10,A100000,D50,R75,PathoScope2
0.840997,0.575164,OB,S10,A100000,D50,R1000,Sigma
0.705851,0.438759,OB,S10,A100000,D50,R150,Sigma
0.796275,0.537222,OB,S10,A100000,D50,R300,Sigma
0.652663,0.370584,OB,S10,A100000,D50,R75,Sigma
0.465921,0.368951,OB,S10,A100000,D50,R1000,Taxator
0.537784,0.437864,OB,S10,A100000,D50,R150,Taxator
0.49443,0.394584,OB,S10,A100000,D50,R300,Taxator
0.617508,0.535933,OB,S10,A100000,D50,R75,Taxator
0.41255,0.354978,OB,S10,A100000,D100,R1000,Centrifuge
0.406484,0.342056,OB,S10,A100000,D100,R150,Centrifuge
0.41873,0.355872,OB,S10,A100000,D100,R300,Centrifuge
0.373147,0.323372,OB,S10,A100000,D100,R75,Centrifuge
0.668919,0.443766,OB,S10,A100000,D100,R1000,Constrains
0.48792,0.360875,OB,S10,A100000,D100,R150,Constrains
0.55574,0.382975,OB,S10,A100000,D100,R300,Constrains
0.511874,0.367293,OB,S10,A100000,D100,R75,Constrains
0.391419,0.315711,OB,S10,A100000,D100,R1000,Kraken
0.430938,0.354911,OB,S10,A100000,D100,R150,Kraken
0.403859,0.323844,OB,S10,A100000,D100,R300,Kraken
0.48235,0.4092,OB,S10,A100000,D100,R75,Kraken
0.415751,0.311089,OB,S10,A100000,D100,R1000,MetaMix
0.351737,0.288861,OB,S10,A100000,D100,R150,MetaMix
0.420058,0.316539,OB,S10,A100000,D100,R300,MetaMix
0.352784,0.289778,OB,S10,A100000,D100,R75,MetaMix
0.478755,0.364077,OB,S10,A100000,D100,R1000,MetaPhlan2
0.48369,0.346929,OB,S10,A100000,D100,R150,MetaPhlan2
0.470272,0.34839,OB,S10,A100000,D100,R300,MetaPhlan2
0.448237,0.321148,OB,S10,A100000,D100,R75,MetaPhlan2
0.341796,0.279922,OB,S10,A100000,D100,R1000,PathoScope2
0.352102,0.288889,OB,S10,A100000,D100,R150,PathoScope2
0.353395,0.288367,OB,S10,A100000,D100,R300,PathoScope2
0.355224,0.289622,OB,S10,A100000,D100,R75,PathoScope2
1.0169,0.717724,OB,S10,A100000,D100,R1000,Sigma
0.773499,0.490018,OB,S10,A100000,D100,R150,Sigma
0.944027,0.650723,OB,S10,A100000,D100,R300,Sigma
0.679333,0.394347,OB,S10,A100000,D100,R75,Sigma
0.463585,0.377722,OB,S10,A100000,D100,R1000,Taxator
0.537692,0.467,OB,S10,A100000,D100,R150,Taxator
0.493342,0.410572,OB,S10,A100000,D100,R300,Taxator
0.624697,0.56805,OB,S10,A100000,D100,R75,Taxator
0.46762,0.425217,OB,S10,A1000000,D1,R1000,Centrifuge
0.460301,0.426078,OB,S10,A1000000,D1,R150,Centrifuge
0.468615,0.429962,OB,S10,A1000000,D1,R300,Centrifuge
0.437993,0.406334,OB,S10,A1000000,D1,R75,Centrifuge
1.05551,0.588045,OB,S10,A1000000,D1,R1000,Constrains
0.869622,0.487275,OB,S10,A1000000,D1,R150,Constrains
0.959073,0.5276,OB,S10,A1000000,D1,R300,Constrains
0.826763,0.470647,OB,S10,A1000000,D1,R75,Constrains
0.432138,0.387088,OB,S10,A1000000,D1,R1000,Kraken
0.463875,0.414898,OB,S10,A1000000,D1,R150,Kraken
0.433229,0.388199,OB,S10,A1000000,D1,R300,Kraken
0.510362,0.45809,OB,S10,A1000000,D1,R75,Kraken
0.348849,0.337763,OB,S10,A1000000,D1,R1000,MetaMix
0.350842,0.339539,OB,S10,A1000000,D1,R150,MetaMix
0.348835,0.338121,OB,S10,A1000000,D1,R300,MetaMix
0.3512,0.340162,OB,S10,A1000000,D1,R75,MetaMix
0.549514,0.396726,OB,S10,A1000000,D1,R1000,MetaPhlan2
0.513323,0.372851,OB,S10,A1000000,D1,R150,MetaPhlan2
0.529384,0.383572,OB,S10,A1000000,D1,R300,MetaPhlan2
0.384341,0.266236,OB,S10,A1000000,D1,R75,MetaPhlan2
0.349312,0.338233,OB,S10,A1000000,D1,R1000,PathoScope2
0.350786,0.339457,OB,S10,A1000000,D1,R150,PathoScope2
0.349053,0.338301,OB,S10,A1000000,D1,R300,PathoScope2
0.350671,0.339607,OB,S10,A1000000,D1,R75,PathoScope2
0.540038,0.436996,OB,S10,A1000000,D1,R1000,Sigma
0.419877,0.348968,OB,S10,A1000000,D1,R150,Sigma
0.504434,0.412499,OB,S10,A1000000,D1,R300,Sigma
0.360486,0.303438,OB,S10,A1000000,D1,R75,Sigma
0.5208,0.457364,OB,S10,A1000000,D1,R1000,Taxator
0.597579,0.533572,OB,S10,A1000000,D1,R150,Taxator
0.549225,0.481922,OB,S10,A1000000,D1,R300,Taxator
0.683918,0.650651,OB,S10,A1000000,D1,R75,Taxator
0.519077,0.429908,OB,S10,A1000000,D10,R1000,Centrifuge
0.507626,0.423554,OB,S10,A1000000,D10,R150,Centrifuge
0.639067,0.487766,OB,S10,A1000000,D10,R300,Centrifuge
0.396826,0.356679,OB,S10,A1000000,D10,R75,Centrifuge
1.3992,0.724699,OB,S10,A1000000,D10,R1000,Constrains
1.13295,0.557534,OB,S10,A1000000,D10,R150,Constrains
1.21957,0.619073,OB,S10,A1000000,D10,R300,Constrains
1.10381,0.556738,OB,S10,A1000000,D10,R75,Constrains
0.520518,0.436669,OB,S10,A1000000,D10,R1000,Kraken
0.543006,0.459971,OB,S10,A1000000,D10,R150,Kraken
0.401909,0.326989,OB,S10,A1000000,D10,R300,Kraken
0.57366,0.492337,OB,S10,A1000000,D10,R75,Kraken
0.531682,0.40854,OB,S10,A1000000,D10,R1000,MetaMix
0.337641,0.295172,OB,S10,A1000000,D10,R150,MetaMix
0.564882,0.454907,OB,S10,A1000000,D10,R300,MetaMix
0.335776,0.295006,OB,S10,A1000000,D10,R75,MetaMix
0.556055,0.281232,OB,S10,A1000000,D10,R1000,MetaPhlan2
0.423867,0.259619,OB,S10,A1000000,D10,R150,MetaPhlan2
0.408722,0.240977,OB,S10,A1000000,D10,R300,MetaPhlan2
0.428089,0.26913,OB,S10,A1000000,D10,R75,MetaPhlan2
0.474963,0.406352,OB,S10,A1000000,D10,R1000,PathoScope2
0.474548,0.406261,OB,S10,A1000000,D10,R150,PathoScope2
0.337589,0.294499,OB,S10,A1000000,D10,R300,PathoScope2
0.473874,0.40553,OB,S10,A1000000,D10,R75,PathoScope2
0.815284,0.571976,OB,S10,A1000000,D10,R1000,Sigma
0.65286,0.407219,OB,S10,A1000000,D10,R150,Sigma
0.76201,0.521732,OB,S10,A1000000,D10,R300,Sigma
0.587831,0.328456,OB,S10,A1000000,D10,R75,Sigma
0.580122,0.497422,OB,S10,A1000000,D10,R1000,Taxator
0.635053,0.556962,OB,S10,A1000000,D10,R150,Taxator
0.501893,0.408383,OB,S10,A1000000,D10,R300,Taxator
0.699863,0.642599,OB,S10,A1000000,D10,R75,Taxator
0.368293,0.304548,OB,S10,A1000000,D50,R1000,Centrifuge
0.355929,0.304664,OB,S10,A1000000,D50,R150,Centrifuge
0.370438,0.312101,OB,S10,A1000000,D50,R300,Centrifuge
0.322138,0.285667,OB,S10,A1000000,D50,R75,Centrifuge
0.842763,0.52387,OB,S10,A1000000,D50,R1000,Constrains
0.611974,0.387303,OB,S10,A1000000,D50,R150,Constrains
0.732377,0.452353,OB,S10,A1000000,D50,R300,Constrains
0.616264,0.400523,OB,S10,A1000000,D50,R75,Constrains
0.38727,0.311079,OB,S10,A1000000,D50,R1000,Kraken
0.420646,0.339812,OB,S10,A1000000,D50,R150,Kraken
0.387701,0.311436,OB,S10,A1000000,D50,R300,Kraken
0.468905,0.38626,OB,S10,A1000000,D50,R75,Kraken
0.517733,0.381773,OB,S10,A1000000,D50,R1000,MetaMix
0.310119,0.268652,OB,S10,A1000000,D50,R150,MetaMix
0.30903,0.2679,OB,S10,A1000000,D50,R300,MetaMix
0.309033,0.269263,OB,S10,A1000000,D50,R75,MetaMix
0.390596,0.283442,OB,S10,A1000000,D50,R1000,MetaPhlan2
0.397183,0.29394,OB,S10,A1000000,D50,R150,MetaPhlan2
0.390712,0.284587,OB,S10,A1000000,D50,R300,MetaPhlan2
0.396451,0.289227,OB,S10,A1000000,D50,R75,MetaPhlan2
0.31086,0.269284,OB,S10,A1000000,D50,R1000,PathoScope2
0.310208,0.26861,OB,S10,A1000000,D50,R150,PathoScope2
0.309202,0.268114,OB,S10,A1000000,D50,R300,PathoScope2
0.309764,0.268783,OB,S10,A1000000,D50,R75,PathoScope2
0.667875,0.540326,OB,S10,A1000000,D50,R1000,Sigma
0.488104,0.383442,OB,S10,A1000000,D50,R150,Sigma
0.611408,0.492022,OB,S10,A1000000,D50,R300,Sigma
0.407746,0.311124,OB,S10,A1000000,D50,R75,Sigma
0.360458,0.308516,OB,S10,A1000000,D50,R1000,Taxator
0.454432,0.383079,OB,S10,A1000000,D50,R150,Taxator
0.396759,0.334694,OB,S10,A1000000,D50,R300,Taxator
0.560962,0.496144,OB,S10,A1000000,D50,R75,Taxator
0.416162,0.358094,OB,S10,A1000000,D100,R1000,Centrifuge
0.405567,0.341206,OB,S10,A1000000,D100,R150,Centrifuge
0.417958,0.354306,OB,S10,A1000000,D100,R300,Centrifuge
0.369847,0.31965,OB,S10,A1000000,D100,R75,Centrifuge
0.561364,0.361635,OB,S10,A1000000,D100,R1000,Constrains
0.505658,0.3441,OB,S10,A1000000,D100,R150,Constrains
0.522565,0.349027,OB,S10,A1000000,D100,R300,Constrains
0.485618,0.340946,OB,S10,A1000000,D100,R75,Constrains
0.398308,0.320401,OB,S10,A1000000,D100,R1000,Kraken
0.430187,0.35359,OB,S10,A1000000,D100,R150,Kraken
0.40072,0.322489,OB,S10,A1000000,D100,R300,Kraken
0.477345,0.405521,OB,S10,A1000000,D100,R75,Kraken
0.419489,0.314654,OB,S10,A1000000,D100,R1000,MetaMix
0.350197,0.286314,OB,S10,A1000000,D100,R150,MetaMix
0.350041,0.285809,OB,S10,A1000000,D100,R300,MetaMix
0.349525,0.28745,OB,S10,A1000000,D100,R75,MetaMix
0.433271,0.323484,OB,S10,A1000000,D100,R1000,MetaPhlan2
0.442077,0.327124,OB,S10,A1000000,D100,R150,MetaPhlan2
0.434769,0.322354,OB,S10,A1000000,D100,R300,MetaPhlan2
0.449811,0.327821,OB,S10,A1000000,D100,R75,MetaPhlan2
0.349905,0.28531,OB,S10,A1000000,D100,R1000,PathoScope2
0.350563,0.286418,OB,S10,A1000000,D100,R150,PathoScope2
0.350661,0.286241,OB,S10,A1000000,D100,R300,PathoScope2
0.351647,0.287103,OB,S10,A1000000,D100,R75,PathoScope2
1.02415,0.723353,OB,S10,A1000000,D100,R1000,Sigma
0.774772,0.489337,OB,S10,A1000000,D100,R150,Sigma
0.942879,0.648933,OB,S10,A1000000,D100,R300,Sigma
0.674544,0.393602,OB,S10,A1000000,D100,R75,Sigma
0.464286,0.378836,OB,S10,A1000000,D100,R1000,Taxator
0.536458,0.464704,OB,S10,A1000000,D100,R150,Taxator
0.49371,0.410303,OB,S10,A1000000,D100,R300,Taxator
0.624025,0.565829,OB,S10,A1000000,D100,R75,Taxator
0.489726,0.446391,OB,S10,A10000000,D1,R1000,Centrifuge
0.483341,0.448606,OB,S10,A10000000,D1,R150,Centrifuge
0.493065,0.454834,OB,S10,A10000000,D1,R300,Centrifuge
0.46472,0.430793,OB,S10,A10000000,D1,R75,Centrifuge
1.2277,0.698564,OB,S10,A10000000,D1,R1000,Constrains
1.00669,0.562178,OB,S10,A10000000,D1,R150,Constrains
1.0939,0.619635,OB,S10,A10000000,D1,R300,Constrains
0.951526,0.531037,OB,S10,A10000000,D1,R75,Constrains
0.451558,0.405814,OB,S10,A10000000,D1,R1000,Kraken
0.48036,0.430308,OB,S10,A10000000,D1,R150,Kraken
0.452047,0.405888,OB,S10,A10000000,D1,R300,Kraken
0.523506,0.46918,OB,S10,A10000000,D1,R75,Kraken
0.572821,0.402103,OB,S10,A10000000,D1,R1000,MetaPhlan2
0.414902,0.284534,OB,S10,A10000000,D1,R150,MetaPhlan2
0.429013,0.29134,OB,S10,A10000000,D1,R300,MetaPhlan2
0.402397,0.278703,OB,S10,A10000000,D1,R75,MetaPhlan2
0.368425,0.352301,OB,S10,A10000000,D1,R1000,PathoScope2
0.368403,0.352102,OB,S10,A10000000,D1,R150,PathoScope2
0.367803,0.351457,OB,S10,A10000000,D1,R300,PathoScope2
0.36799,0.35193,OB,S10,A10000000,D1,R75,PathoScope2
0.53314,0.430247,OB,S10,A10000000,D1,R1000,Sigma
0.418933,0.347957,OB,S10,A10000000,D1,R150,Sigma
0.49952,0.406193,OB,S10,A10000000,D1,R300,Sigma
0.36224,0.305458,OB,S10,A10000000,D1,R75,Sigma
0.541204,0.47692,OB,S10,A10000000,D1,R1000,Taxator
0.616026,0.562396,OB,S10,A10000000,D1,R150,Taxator
0.569344,0.500496,OB,S10,A10000000,D1,R300,Taxator
0.700344,0.671669,OB,S10,A10000000,D1,R75,Taxator
0.399964,0.321029,OB,S10,A10000000,D10,R1000,Centrifuge
0.386123,0.315981,OB,S10,A10000000,D10,R150,Centrifuge
0.399889,0.32409,OB,S10,A10000000,D10,R300,Centrifuge
0.363359,0.304734,OB,S10,A10000000,D10,R75,Centrifuge
0.685366,0.371109,OB,S10,A10000000,D10,R1000,Constrains
0.494677,0.306138,OB,S10,A10000000,D10,R150,Constrains
0.545223,0.306326,OB,S10,A10000000,D10,R300,Constrains
0.477858,0.307713,OB,S10,A10000000,D10,R75,Constrains
0.399921,0.326873,OB,S10,A10000000,D10,R1000,Kraken
0.429732,0.350421,OB,S10,A10000000,D10,R150,Kraken
0.401453,0.327924,OB,S10,A10000000,D10,R300,Kraken
0.468827,0.383466,OB,S10,A10000000,D10,R75,Kraken
0.389534,0.281289,OB,S10,A10000000,D10,R1000,MetaPhlan2
0.424026,0.290869,OB,S10,A10000000,D10,R150,MetaPhlan2
0.405653,0.286423,OB,S10,A10000000,D10,R300,MetaPhlan2
0.428356,0.289163,OB,S10,A10000000,D10,R75,MetaPhlan2
0.336363,0.295453,OB,S10,A10000000,D10,R1000,PathoScope2
0.336561,0.29542,OB,S10,A10000000,D10,R150,PathoScope2
0.336927,0.295866,OB,S10,A10000000,D10,R300,PathoScope2
0.336861,0.295683,OB,S10,A10000000,D10,R75,PathoScope2
0.776086,0.557087,OB,S10,A10000000,D10,R1000,Sigma
0.584152,0.391858,OB,S10,A10000000,D10,R150,Sigma
0.71988,0.508703,OB,S10,A10000000,D10,R300,Sigma
0.494228,0.316789,OB,S10,A10000000,D10,R75,Sigma
0.475402,0.387374,OB,S10,A10000000,D10,R1000,Taxator
0.541551,0.446232,OB,S10,A10000000,D10,R150,Taxator
0.503152,0.410349,OB,S10,A10000000,D10,R300,Taxator
0.617329,0.534278,OB,S10,A10000000,D10,R75,Taxator
0.418012,0.361083,OB,S10,A10000000,D50,R1000,Centrifuge
0.407569,0.348787,OB,S10,A10000000,D50,R150,Centrifuge
0.421194,0.358197,OB,S10,A10000000,D50,R300,Centrifuge
0.374191,0.328313,OB,S10,A10000000,D50,R75,Centrifuge
0.709066,0.446997,OB,S10,A10000000,D50,R1000,Constrains
0.566105,0.372397,OB,S10,A10000000,D50,R150,Constrains
0.600871,0.377492,OB,S10,A10000000,D50,R300,Constrains
0.542797,0.370474,OB,S10,A10000000,D50,R75,Constrains
0.398691,0.326601,OB,S10,A10000000,D50,R1000,Kraken
0.431074,0.358771,OB,S10,A10000000,D50,R150,Kraken
0.400512,0.328044,OB,S10,A10000000,D50,R300,Kraken
0.478645,0.410341,OB,S10,A10000000,D50,R75,Kraken
0.390471,0.28653,OB,S10,A10000000,D50,R1000,MetaPhlan2
0.416959,0.311322,OB,S10,A10000000,D50,R150,MetaPhlan2
0.402637,0.300352,OB,S10,A10000000,D50,R300,MetaPhlan2
0.419157,0.309149,OB,S10,A10000000,D50,R75,MetaPhlan2
0.344938,0.290309,OB,S10,A10000000,D50,R1000,PathoScope2
0.345882,0.29109,OB,S10,A10000000,D50,R150,PathoScope2
0.345262,0.29054,OB,S10,A10000000,D50,R300,PathoScope2
0.345943,0.291429,OB,S10,A10000000,D50,R75,PathoScope2
1.09525,0.754803,OB,S10,A10000000,D50,R1000,Sigma
0.8209,0.504489,OB,S10,A10000000,D50,R150,Sigma
1.00813,0.677192,OB,S10,A10000000,D50,R300,Sigma
0.700574,0.403184,OB,S10,A10000000,D50,R75,Sigma
0.468065,0.386461,OB,S10,A10000000,D50,R1000,Taxator
0.541033,0.470368,OB,S10,A10000000,D50,R150,Taxator
0.497323,0.416644,OB,S10,A10000000,D50,R300,Taxator
0.628909,0.573876,OB,S10,A10000000,D50,R75,Taxator
0.415538,0.357497,OB,S10,A10000000,D100,R1000,Centrifuge
0.406631,0.342181,OB,S10,A10000000,D100,R150,Centrifuge
0.418947,0.354664,OB,S10,A10000000,D100,R300,Centrifuge
0.3693,0.318949,OB,S10,A10000000,D100,R75,Centrifuge
0.556182,0.355582,OB,S10,A10000000,D100,R1000,Constrains
0.498784,0.344768,OB,S10,A10000000,D100,R150,Constrains
0.512484,0.343889,OB,S10,A10000000,D100,R300,Constrains
0.491092,0.347521,OB,S10,A10000000,D100,R75,Constrains
0.398804,0.320746,OB,S10,A10000000,D100,R1000,Kraken
0.430453,0.353371,OB,S10,A10000000,D100,R150,Kraken
0.400791,0.322412,OB,S10,A10000000,D100,R300,Kraken
0.477531,0.405238,OB,S10,A10000000,D100,R75,Kraken
0.424848,0.315969,OB,S10,A10000000,D100,R1000,MetaPhlan2
0.441876,0.325247,OB,S10,A10000000,D100,R150,MetaPhlan2
0.43295,0.319308,OB,S10,A10000000,D100,R300,MetaPhlan2
0.441455,0.32209,OB,S10,A10000000,D100,R75,MetaPhlan2
0.350878,0.286263,OB,S10,A10000000,D100,R1000,PathoScope2
0.350305,0.285748,OB,S10,A10000000,D100,R150,PathoScope2
0.351294,0.286698,OB,S10,A10000000,D100,R300,PathoScope2
0.35097,0.286317,OB,S10,A10000000,D100,R75,PathoScope2
1.02387,0.722994,OB,S10,A10000000,D100,R1000,Sigma
0.774132,0.489423,OB,S10,A10000000,D100,R150,Sigma
0.944608,0.651371,OB,S10,A10000000,D100,R300,Sigma
0.674437,0.391601,OB,S10,A10000000,D100,R75,Sigma
0.465182,0.379874,OB,S10,A10000000,D100,R1000,Taxator
0.536272,0.464121,OB,S10,A10000000,D100,R150,Taxator
0.494223,0.410924,OB,S10,A10000000,D100,R300,Taxator
0.623612,0.565729,OB,S10,A10000000,D100,R75,Taxator
0.562195,0.518404,OB,S100,A100000,D1,R1000,Centrifuge
